instance_id,node_id,x,y,cpu,memory,neighbors
72,30,0.989676,0.819403,0.8694,0.5806,25;32;42;49
72,31,0.423258,0.856225,0.8754,0.6495,17;19;29;37;38;45
72,32,0.953779,0.814404,0.5601,0.5875,25;30;42;49
72,33,0.066394,0.217929,0.4076,0.6915,1;9;14;34;48
72,34,0.134713,0.319298,0.1933,0.7344,1;9;14;33;35;41
72,35,0.218630,0.498609,0.4325,0.4715,1;9;12;15;18;34;41
72,36,0.661905,0.868604,0.1985,0.6478,0;2;6;40;45
72,37,0.355067,0.944903,0.8920,0.4483,17;19;29;31;39;45
72,38,0.366051,0.706418,0.8620,0.2009,15;31
72,39,0.160167,0.910012,0.8979,0.6480,13;29;37
72,40,0.669360,0.662546,0.8322,0.3667,0;2;5;6;7;36;46;49
72,41,0.233521,0.509044,0.7490,0.7530,12;15;18;34;35
72,42,0.961732,0.774023,0.2075,0.7094,25;28;30;32;49
72,43,0.208377,0.037746,0.2024,0.6080,14;16;48
72,44,0.564935,0.088728,0.8831,0.3612,10;20;23;27
72,45,0.559211,0.921767,0.5707,0.2238,0;17;19;31;36;37
72,46,0.661889,0.642533,0.8197,0.3253,2;5;6;7;40;49
72,47,0.995930,0.226769,0.4502,0.4540,4;11;24
72,48,0.175050,0.090470,0.2766,0.4526,14;16;33;43
72,49,0.854536,0.736388,0.3865,0.6442,25;28;30;32;40;42;46
73,0,0.298401,0.804157,0.7016,0.6554,4;7;9;16;17;22;25;31;36;45
73,1,0.609412,0.428197,0.7299,0.2463,3;5;10;13;20;41;44;49
73,2,0.004977,0.263709,0.1769,0.7163,14;34;37;42
73,3,0.511999,0.429399,0.6390,0.5001,1;6;10;20;21;29;44;47;48
73,4,0.267623,0.745423,0.1812,0.7382,0;7;9;16;17;22;25;29;31;36;39;45
73,5,0.729683,0.583343,0.5122,0.3180,1;10;24;28;30;32;41;44;49
73,6,0.356609,0.437265,0.4695,0.2175,3;11;12;14;21;23;29;42;44;47;48
73,7,0.453817,0.670021,0.1185,0.6838,0;4;9;10;16;17;20;22;29;31;39;44;45;47;49
73,8,0.625102,0.866970,0.4792,0.4277,19;26;30
73,9,0.242503,0.661871,0.4772,0.2996,0;4;7;11;16;17;22;29;31;39;45;47;48
73,10,0.550146,0.625087,0.7641,0.2024,1;3;5;7;20;28;30;31;39;41;44;45;47;49
73,11,0.177347,0.471898,0.1763,0.5218,6;9;12;14;29;42;48
73,12,0.232053,0.404766,0.4389,0.4892,6;11;14;21;23;29;34;42;47;48
73,13,0.774397,0.334608,0.5431,0.6269,1;15;27;41;43
73,14,0.177564,0.383648,0.5447,0.2840,2;6;11;12;34;42;48
73,15,0.959816,0.370926,0.6855,0.5443,13;27;43
73,16,0.332516,0.847063,0.1943,0.7875,0;4;7;9;17;22;25;31;36;45
73,17,0.267511,0.764031,0.8832,0.4389,0;4;7;9;16;22;25;29;31;36;45
73,18,0.390087,0.157706,0.2572,0.6609,21;23;38;42
73,19,0.787534,0.872337,0.7264,0.4652,8;24;26;28;30;33;35;40
73,20,0.510897,0.619589,0.2472,0.5855,1;3;7;10;28;29;30;31;39;44;45;47;49
73,21,0.416556,0.300146,0.7707,0.6492,3;6;12;18;23;38;42;48
73,22,0.266601,0.782756,0.8932,0.5797,0;4;7;9;16;17;25;31;36;45
73,23,0.369474,0.249214,0.4109,0.6215,6;12;18;21;38;42
73,24,0.848996,0.697969,0.3756,0.4433,5;19;28;30;32;33;35;41
73,25,0.159254,0.878157,0.8337,0.3148,0;4;16;17;22;46
73,26,0.777455,0.948972,0.1871,0.2832,8;19;40
73,27,0.923804,0.393807,0.8446,0.7163,13;15;32;43
73,28,0.719679,0.666923,0.5709,0.7396,5;10;19;20;24;30;32;33;35;41;49
73,29,0.338064,0.561193,0.1091,0.4372,3;4;6;7;9;11;12;17;20;31;39;44;45;47;48
73,30,0.698742,0.699710,0.5581,0.5034,5;8;10;19;20;24;28;32;33;35;41;49
73,31,0.407722,0.761889,0.6320,0.7961,0;4;7;9;10;16;17;20;22;29;36;39;45
73,32,0.880696,0.576587,0.1879,0.5852,5;24;27;28;30;33;35;41
73,33,0.888226,0.747938,0.6620,0.4300,19;24;28;30;32;35;40
73,34,0.154096,0.202548,0.3337,0.4761,2;12;14;37;42
73,35,0.910783,0.754978,0.5963,0.4709,19;24;28;30;32;33;40
73,36,0.388257,0.923779,0.6378,0.4470,0;4;16;17;22;31
73,37,0.150735,0.103258,0.8112,0.3345,2;34;42
73,38,0.474821,0.156654,0.3629,0.5600,18;21;23
73,39,0.457667,0.644861,0.1263,0.7736,4;7;9;10;20;29;31;44;45;47;49
73,40,0.934012,0.950902,0.1859,0.4099,19;26;33;35
73,41,0.744947,0.547052,0.7187,0.2165,1;5;10;13;24;28;30;32;44;49
73,42,0.224606,0.271453,0.4211,0.6310,2;6;11;12;14;18;21;23;34;37;48
73,43,0.940186,0.286619,0.5541,0.3633,13;15;27
73,44,0.548529,0.500211,0.5681,0.6569,1;3;5;6;7;10;20;29;39;41;45;47;49
73,45,0.429166,0.668756,0.1650,0.3359,0;4;7;9;10;16;17;20;22;29;31;39;44;47;49
73,46,0.026134,0.784792,0.3177,0.3631,25
73,47,0.393296,0.538400,0.4810,0.5995,3;6;7;9;10;12;20;29;39;44;45;48
73,48,0.296035,0.470389,0.7666,0.5941,3;6;9;11;12;14;21;29;42;47
73,49,0.638915,0.615911,0.2641,0.6114,1;5;7;10;20;28;30;39;41;44;45
74,0,0.917971,0.499317,0.2348,0.5009,13;17;20;22;39;40;45
74,1,0.614666,0.111199,0.1891,0.4107,3;37
74,2,0.985873,0.122114,0.7342,0.2968,7;23;27;38
74,3,0.577595,0.286268,0.2835,0.5313,1;25;37;42
74,4,0.249504,0.151752,0.2448,0.5336,6;11;12;14;31;41;48
74,5,0.348351,0.876979,0.3271,0.5216,16;26;32;34
74,6,0.076135,0.237469,0.4768,0.7198,4;11;12;15;31;48
74,7,0.920081,0.217795,0.5208,0.4147,2;20;23;27;40;45
74,8,0.051399,0.596812,0.5848,0.5573,30;44;49
74,9,0.433342,0.661890,0.1256,0.3638,16;18;19;28;32;35;46
74,10,0.388536,0.406520,0.1312,0.6508,11;19;28;33
74,11,0.253271,0.344394,0.3144,0.5632,4;6;10;12;15;19;28;33;49
74,12,0.167221,0.323175,0.1927,0.4238,4;6;11;15;31;33;48;49
74,13,0.757660,0.496848,0.7254,0.6227,0;17;20;21;25;39;40;42;45
74,14,0.311888,0.075052,0.8488,0.4082,4;41
74,15,0.138931,0.363284,0.1238,0.7118,6;11;12;19;31;49
74,16,0.486559,0.808726,0.7194,0.3165,5;9;18;26;32;35;46
74,17,0.934237,0.466545,0.8737,0.7662,0;13;20;22;39;40;45
74,18,0.542803,0.704787,0.8421,0.2988,9;16;21;32;35;46
74,19,0.275917,0.525712,0.6145,0.5552,9;10;11;15;28;30;33;49
74,20,0.909822,0.425919,0.8388,0.2046,0;7;13;17;22;27;39;40;42;45
74,21,0.604509,0.506684,0.8436,0.3736,13;18;25;35;39;42;46
74,22,0.981975,0.597884,0.6116,0.7616,0;17;20;39;40;47
74,23,0.981162,0.030626,0.3875,0.4936,2;7;27;38
74,24,0.105967,0.990409,0.8844,0.5593,34;36
74,25,0.700756,0.340733,0.4715,0.3442,3;13;21;37;39;42;45
74,26,0.451418,0.939080,0.2021,0.5243,5;16;32;34
74,27,0.917015,0.208207,0.7812,0.2142,2;7;20;23;38;40
74,28,0.364062,0.504866,0.3401,0.5732,9;10;11;19;33;35
74,29,0.886513,0.851738,0.8280,0.6274,43;47
74,30,0.184231,0.638152,0.3635,0.3808,8;19;44;49
74,31,0.086422,0.156062,0.5906,0.7230,4;6;12;15;41;48
74,32,0.404207,0.760422,0.2010,0.6573,5;9;16;18;26;34;35;46
74,33,0.361625,0.366958,0.7088,0.2574,10;11;12;19;28
74,34,0.258991,0.873965,0.6246,0.3727,5;24;26;32;36
74,35,0.476411,0.663337,0.5445,0.6799,9;16;18;21;28;32;46
74,36,0.083003,0.859021,0.3303,0.7303,24;34
74,37,0.653910,0.274454,0.2031,0.2218,1;3;25;42;45
74,38,0.838832,0.005094,0.1680,0.5060,2;23;27
74,39,0.818412,0.509244,0.5444,0.5661,0;13;17;20;21;22;25;40;42;45
74,40,0.955721,0.420979,0.1181,0.3332,0;7;13;17;20;22;27;39;45
74,41,0.180033,0.040525,0.3755,0.7888,4;14;31;48
74,42,0.700434,0.445080,0.5474,0.6262,3;13;20;21;25;37;39;45
74,43,0.808027,0.876949,0.1199,0.7972,29;47
74,44,0.003430,0.638171,0.4717,0.5511,8;30;49
74,45,0.812731,0.409178,0.1923,0.2875,0;7;13;17;20;25;37;39;40;42
74,46,0.599505,0.672316,0.2775,0.5964,9;16;18;21;32;35
74,47,0.988275,0.804207,0.6803,0.6312,22;29;43
74,48,0.100291,0.135576,0.3005,0.7506,4;6;12;31;41
74,49,0.140719,0.471712,0.2916,0.6323,8;11;12;15;19;30;44
75,0,0.046090,0.020256,0.4424,0.2350,6;13;15;19
75,1,0.828139,0.605101,0.2414,0.4826,3;16;33;36;40;43
75,2,0.392310,0.904821,0.8171,0.4509,8;12;29;38;42;45
75,3,0.690159,0.600094,0.2000,0.6703,1;16;23;24;33;36;39;43
75,4,0.442622,0.099209,0.2281,0.2519,5;10;17;27
75,5,0.295491,0.156974,0.6602,0.3927,4;6;10;27;35
75,6,0.138835,0.131022,0.5380,0.4441,0;5;10;13;15;19;27;35;41
75,7,0.302035,0.407271,0.1593,0.6328,14;26;30;31;35;49
75,8,0.541574,0.769099,0.1479,0.2792,2;11;20;24;29;34
75,9,0.905173,0.359183,0.1554,0.2683,32;40;43
75,10,0.240738,0.176093,0.4828,0.5283,4;5;6;14;15;27;35
75,11,0.406120,0.604124,0.8419,0.2144,8;20;24;29;30;42;45;46;49
75,12,0.474839,0.990518,0.6034,0.4867,2;34;48
75,13,0.004954,0.221291,0.4421,0.4012,0;6;14;15;19;41
75,14,0.126202,0.354951,0.2084,0.3191,7;10;13;15;30;35;41
75,15,0.033017,0.215449,0.4890,0.5235,0;6;10;13;14;19;35;41
75,16,0.839002,0.586369,0.5686,0.2430,1;3;33;36;40;43
75,17,0.500112,0.302070,0.2104,0.6912,4;22;31;49
75,18,0.780235,0.821324,0.5135,0.3707,34;36;47;48
75,19,0.007590,0.151224,0.5101,0.4485,0;6;13;15;41
75,20,0.417987,0.671424,0.8293,0.2503,8;11;24;29;42;45
75,21,0.048749,0.576454,0.3289,0.2913,25;26;46
75,22,0.642987,0.211646,0.3493,0.2129,17;31;44
75,23,0.618995,0.489409,0.1231,0.6479,3;24;31;33;39;49
75,24,0.487214,0.603703,0.4628,0.4020,3;8;11;20;23;29;39;49
75,25,0.002062,0.646128,0.8267,0.5419,21;26;46
75,26,0.183807,0.581767,0.5303,0.7447,7;21;25;30;42;45;46
75,27,0.341592,0.099450,0.2188,0.3460,4;5;6;10;35
75,28,0.146225,0.841686,0.6578,0.3243,38;42;45
75,29,0.376573,0.717942,0.3077,0.4067,2;8;11;20;24;42;45;46
75,30,0.280773,0.492229,0.6270,0.5013,7;11;14;26;35;46;49
75,31,0.514123,0.368466,0.4041,0.5676,7;17;22;23;39;49
75,32,0.969827,0.309104,0.2014,0.4872,9;37;43
75,33,0.727094,0.579367,0.8716,0.6282,1;3;16;23;36;39;40;43
75,34,0.621649,0.898518,0.1826,0.5955,8;12;18;48
75,35,0.226904,0.285655,0.2614,0.6098,5;6;7;10;14;15;27;30;41
75,36,0.779636,0.726956,0.4302,0.5421,1;3;16;18;33
75,37,0.977416,0.136716,0.8059,0.4045,32;44
75,38,0.234333,0.962373,0.2682,0.5143,2;28;45
75,39,0.650890,0.468723,0.1330,0.2590,3;23;24;31;33;43
75,40,0.916049,0.534475,0.3198,0.7225,1;9;16;33;43
75,41,0.075469,0.331498,0.7516,0.6823,6;13;14;15;19;35
75,42,0.289625,0.733917,0.2309,0.4568,2;11;20;26;28;29;45;46
75,43,0.837867,0.443938,0.3343,0.4586,1;3;9;16;32;33;39;40
75,44,0.782371,0.118270,0.7926,0.7261,22;37
75,45,0.295708,0.756937,0.7972,0.4213,2;11;20;26;28;29;38;42;46
75,46,0.195812,0.614279,0.7444,0.4927,11;21;25;26;29;30;42;45
75,47,0.912438,0.919997,0.8947,0.3896,18
75,48,0.670080,0.974035,0.3763,0.7773,12;18;34
75,49,0.427908,0.420720,0.8277,0.4934,7;11;17;23;24;30;31
76,0,0.834423,0.672641,0.7350,0.2909,20;27;47
76,1,0.314015,0.751371,0.7574,0.7046,5;11;22;24;34;36;39;42;45
76,2,0.613595,0.977428,0.8131,0.6320,23;26;46
76,3,0.260178,0.441287,0.5144,0.5020,4;10;11;15;17;25;34;43;45
76,4,0.293505,0.425860,0.3147,0.4326,3;10;11;15;17;25;43
76,5,0.164687,0.814146,0.3025,0.7788,1;22;24;34;42;45
76,6,0.577756,0.708158,0.5345,0.3228,16;23;26;36;39;41;46
76,7,0.830461,0.021680,0.7022,0.4537,13;28;44
76,8,0.406796,0.138090,0.4611,0.5458,12;14;35;48
76,9,0.005814,0.413276,0.1184,0.6740,10;18;21;38
76,10,0.129614,0.567483,0.2331,0.7864,3;4;9;11;18;21;25;34;45
76,11,0.326991,0.533832,0.5322,0.4433,1;3;4;10;15;16;25;34;36;42;43;45
76,12,0.333803,0.109857,0.6790,0.5829,8;14;35;40;48
76,13,0.818423,0.054237,0.6578,0.4287,7;19;28;44
76,14,0.421701,0.126373,0.7815,0.5841,8;12;35;48
76,15,0.447310,0.417891,0.3026,0.7504,3;4;11;16;25;33;43
76,16,0.492190,0.597277,0.8125,0.7260,6;11;15;33;36;39;41;42;43
76,17,0.231415,0.319577,0.5795,0.2144,3;4;25;38;43
76,18,0.021785,0.440850,0.8883,0.7503,9;10;21
76,19,0.777626,0.257401,0.3239,0.6291,13;30;31;32
76,20,0.877336,0.866473,0.1416,0.7203,0;27;29;37;46;47
76,21,0.072949,0.575528,0.2165,0.5730,9;10;18;34;45
76,22,0.301162,0.868677,0.7109,0.2561,1;5;24;39;42
76,23,0.656743,0.901034,0.5511,0.3291,2;6;26;41;46;47
76,24,0.186046,0.787422,0.1399,0.5919,1;5;22;34;42;45
76,25,0.292707,0.493428,0.8120,0.2005,3;4;10;11;15;17;34;43;45
76,26,0.550104,0.857031,0.1866,0.3991,2;6;23;36;39;41;46
76,27,0.934918,0.699235,0.4132,0.4851,0;20;47
76,28,0.729922,0.006252,0.7297,0.5184,7;13;35;44
76,29,0.910708,0.972466,0.6527,0.6251,20;37;47
76,30,0.723040,0.463641,0.1480,0.7267,19;31;33
76,31,0.877221,0.373580,0.2734,0.5144,19;30;32
76,32,0.864019,0.291307,0.5077,0.5834,19;31
76,33,0.655439,0.458955,0.6826,0.2214,15;16;30
76,34,0.203612,0.649730,0.3042,0.2409,1;3;5;10;11;21;24;25;42;45
76,35,0.529700,0.093607,0.3255,0.3632,8;12;14;28;44;48
76,36,0.452784,0.680634,0.1511,0.4434,1;6;11;16;26;39;41;42
76,37,0.946834,0.985044,0.8149,0.4040,20;29
76,38,0.144018,0.243015,0.6497,0.7002,9;17;40;49
76,39,0.444707,0.731137,0.2527,0.5806,1;6;16;22;26;36;41;42
76,40,0.156060,0.056100,0.1824,0.5090,12;38;49
76,41,0.567386,0.703160,0.2738,0.3862,6;16;23;26;36;39;46
76,42,0.316656,0.717768,0.3558,0.5034,1;5;11;16;22;24;34;36;39;45
76,43,0.394708,0.400201,0.2577,0.5747,3;4;11;15;16;17;25
76,44,0.729844,0.011751,0.1096,0.7533,7;13;28;35
76,45,0.197130,0.630140,0.5131,0.3907,1;3;5;10;11;21;24;25;34;42
76,46,0.670902,0.848702,0.3255,0.2660,2;6;20;23;26;41;47
76,47,0.783823,0.808012,0.7726,0.4705,0;20;23;27;29;46
76,48,0.426339,0.004344,0.3098,0.2547,8;12;14;35
76,49,0.067364,0.138318,0.8417,0.2223,38;40
77,0,0.888577,0.790310,0.4753,0.7519,13;25;46;48;49
77,1,0.657058,0.404798,0.8601,0.2696,3;4;7;9;14;17;22;27;32;36;42;44;47
77,2,0.606309,0.693915,0.8031,0.5008,11;17;27;29;44
77,3,0.645838,0.204206,0.2122,0.2770,1;24;32;36;38;47
77,4,0.701727,0.435931,0.6860,0.5915,1;7;9;14;22;27;32;36;42;44
77,5,0.106703,0.515957,0.8372,0.3191,8;16;19;21;23;28;37
77,6,0.389262,0.980953,0.7242,0.2369,39;43;45
77,7,0.517359,0.422395,0.4541,0.2498,1;4;17;18;27;29;35;36;40;44
77,8,0.085187,0.571286,0.1585,0.6964,5;19;21;34;37
77,9,0.826602,0.385380,0.6731,0.3672,1;4;14;22;27;32;42;47
77,10,0.356248,0.735843,0.2548,0.6051,11;21;30;33;34;35;39;45
77,11,0.521316,0.663996,0.4911,0.7331,2;10;17;27;29;35;44
77,12,0.159831,0.065673,0.8714,0.4093,26;41
77,13,0.869785,0.719417,0.6269,0.7093,0;25;46;48;49
77,14,0.864838,0.332839,0.6534,0.4682,1;4;9;15;22;32;42;47
77,15,0.979041,0.207379,0.4757,0.6544,14;47
77,16,0.189591,0.356537,0.7674,0.6702,5;19;20;23;28;37;40;41
77,17,0.539119,0.588062,0.8226,0.7608,1;2;7;11;18;27;29;35;44
77,18,0.421982,0.439732,0.6423,0.5495,7;17;20;23;28;29;35;40;44
77,19,0.149951,0.369618,0.4798,0.4257,5;8;16;23;28;37;41
77,20,0.364746,0.239415,0.6678,0.4607,16;18;23;26;28;40
77,21,0.247465,0.656134,0.7175,0.4416,5;8;10;30;33;34;35
77,22,0.770464,0.509180,0.4642,0.3776,1;4;9;14;27;32;42;46
77,23,0.282289,0.387896,0.5858,0.6341,5;16;18;19;20;28;37;40
77,24,0.659458,0.094264,0.4021,0.7128,3;31;36;38;47
77,25,0.905422,0.700399,0.2558,0.6674,0;13;46;48;49
77,26,0.335151,0.043314,0.1129,0.5690,12;20
77,27,0.681319,0.539426,0.3933,0.2969,1;2;4;7;9;11;17;22;29;42;44;46
77,28,0.267685,0.425322,0.7593,0.3689,5;16;18;19;20;23;35;37;40
77,29,0.548053,0.604752,0.2107,0.6047,2;7;11;17;18;27;35;44
77,30,0.208017,0.814787,0.6457,0.4187,10;21;33;34;39;43
77,31,0.776368,0.006460,0.7243,0.5745,24;38;47
77,32,0.788693,0.340972,0.8658,0.3094,1;3;4;9;14;22;36;42;47
77,33,0.157590,0.825732,0.7702,0.5477,10;21;30;34;39;43
77,34,0.178770,0.753950,0.7082,0.3463,8;10;21;30;33;39;43
77,35,0.429998,0.560176,0.5990,0.2080,7;10;11;17;18;21;28;29;44
77,36,0.647349,0.255046,0.1170,0.6160,1;3;4;7;24;32;38;47
77,37,0.069632,0.370975,0.4826,0.3459,5;8;16;19;23;28;41
77,38,0.738652,0.061230,0.1401,0.2684,3;24;31;36;47
77,39,0.319935,0.874788,0.4943,0.5843,6;10;30;33;34;43;45
77,40,0.370617,0.299824,0.1914,0.7447,7;16;18;20;23;28
77,41,0.106495,0.238553,0.3630,0.6471,12;16;19;37
77,42,0.803792,0.467116,0.1769,0.2415,1;4;9;14;22;27;32;46
77,43,0.190443,0.915266,0.6671,0.7457,6;30;33;34;39
77,44,0.535171,0.564303,0.4352,0.2184,1;2;4;7;11;17;18;27;29;35
77,45,0.471901,0.886001,0.1262,0.4408,6;10;39
77,46,0.842370,0.638909,0.5484,0.6307,0;13;22;25;27;42;48;49
77,47,0.765526,0.223760,0.6355,0.7068,1;3;9;14;15;24;31;32;36;38
77,48,0.865029,0.844611,0.8278,0.5587,0;13;25;46;49
77,49,0.950131,0.793358,0.7908,0.7511,0;13;25;46;48
78,0,0.203308,0.318645,0.4337,0.2531,5;14;26
78,1,0.507600,0.713730,0.7163,0.4363,8;20;23;25;28;33;47;49
78,2,0.358157,0.894431,0.5270,0.5856,6;10;16;23;27;31;33;45;48
78,3,0.600123,0.107797,0.5095,0.6865,9;12;18;21;22;30;38;39;44;46
78,4,0.570455,0.471994,0.2123,0.2823,7;13;25;47;49
78,5,0.091290,0.252149,0.6082,0.5119,0;36
78,6,0.242466,0.896247,0.3790,0.7905,2;10;11;16;23;27;31;37;45;48
78,7,0.505357,0.413168,0.7088,0.3819,4;13;25
78,8,0.633570,0.853064,0.4671,0.6184,1;20;29;32
78,9,0.678779,0.240065,0.3051,0.4748,3;12;13;18;24;30;34;38;44;46
78,10,0.155766,0.876596,0.1030,0.4085,2;6;11;16;19;23;27;31;35;37;40;45;48
78,11,0.091619,0.994915,0.6742,0.2442,6;10;16;19;27;31;35;37;40;48
78,12,0.494855,0.138709,0.7626,0.7987,3;9;18;21;22;26;30;38;39;46
78,13,0.657400,0.423283,0.1291,0.4093,4;7;9;24;25;44;47;49
78,14,0.146253,0.518448,0.5388,0.3273,0;15;42
78,15,0.310378,0.538726,0.7238,0.3467,14;23;28;33
78,16,0.263870,0.888972,0.7896,0.4596,2;6;10;11;23;27;31;33;45;48
78,17,0.901642,0.988501,0.8439,0.5628,29;32
78,18,0.498060,0.128536,0.5950,0.3741,3;9;12;21;22;26;30;38;39;46
78,19,0.002614,0.810844,0.2116,0.5346,10;11;27;35;37;40
78,20,0.689206,0.734637,0.8899,0.6482,1;8;25;29;47;49
78,21,0.657829,0.020791,0.2119,0.4533,3;12;18;30;38;46
78,22,0.391123,0.049629,0.2862,0.7992,3;12;18;26;38;39
78,23,0.304194,0.746283,0.6868,0.4136,1;2;6;10;15;16;27;28;31;33;45;48
78,24,0.789911,0.319630,0.1230,0.6371,9;13;30;34;43;44
78,25,0.589228,0.559478,0.4244,0.4915,1;4;7;13;20;28;47;49
78,26,0.337920,0.208471,0.4831,0.7201,0;12;18;22;39
78,27,0.143241,0.877412,0.5073,0.4872,2;6;10;11;16;19;23;31;35;37;40;45;48
78,28,0.400644,0.651702,0.7958,0.2752,1;15;23;25;33
78,29,0.729633,0.879108,0.5246,0.6863,8;17;20;32
78,30,0.696074,0.198147,0.2734,0.7561,3;9;12;18;21;24;34;38;44;46
78,31,0.234472,0.898600,0.4460,0.5156,2;6;10;11;16;23;27;37;45;48
78,32,0.845016,0.909576,0.6318,0.4145,8;17;29
78,33,0.381389,0.712768,0.1702,0.5928,1;2;15;16;23;28;45
78,34,0.832606,0.200772,0.8033,0.6694,9;24;30;43;44
78,35,0.012863,0.907075,0.2292,0.7546,10;11;19;27;37;40;48
78,36,0.056864,0.037716,0.2375,0.2953,5
78,37,0.052415,0.820755,0.4401,0.4610,6;10;11;19;27;31;35;40;48
78,38,0.588644,0.065966,0.5118,0.6147,3;9;12;18;21;22;30;39;46
78,39,0.443367,0.113958,0.1090,0.6195,3;12;18;22;26;38;46
78,40,0.003552,0.940512,0.2558,0.5861,10;11;19;27;35;37
78,41,0.853608,0.531695,0.1685,0.4371,47;49
78,42,0.044855,0.526727,0.7536,0.3014,14
78,43,0.982397,0.230641,0.5402,0.5845,24;34
78,44,0.699020,0.278679,0.6408,0.6285,3;9;13;24;30;34;46
78,45,0.335103,0.880781,0.8740,0.2004,2;6;10;16;23;27;31;33;48
78,46,0.600137,0.179711,0.3331,0.5502,3;9;12;18;21;30;38;39;44
78,47,0.682943,0.621638,0.7467,0.5394,1;4;13;20;25;41;49
78,48,0.230115,0.923462,0.1849,0.3941,2;6;10;11;16;23;27;31;35;37;45
78,49,0.706277,0.633357,0.5980,0.4882,1;4;13;20;25;41;47
79,0,0.946037,0.961031,0.2061,0.6183,4;21
79,1,0.367479,0.408007,0.1039,0.7955,5;8;13;16;17;18;19;22;28;31
79,2,0.776973,0.496038,0.1185,0.3110,10;15;25;26;29
79,3,0.049700,0.380429,0.5499,0.3870,13;17;23;35;37;46;47
79,4,0.903218,0.788986,0.3747,0.7308,0;21;25;32;39
79,5,0.361887,0.303929,0.2114,0.4784,1;8;13;18;19;20;28;31;35;42
79,6,0.939744,0.218870,0.3119,0.6103,10;11;12;14;15;29;34;43
79,7,0.330306,0.065583,0.6379,0.3395,20;28;33;42
79,8,0.380817,0.429137,0.2790,0.4949,1;5;9;16;18;19;22;31
79,9,0.548973,0.536459,0.7868,0.6551,8;16;18;22;30;31;36;40
79,10,0.822721,0.353936,0.2505,0.6785,2;6;11;12;14;15;29;43
79,11,0.873998,0.198627,0.6799,0.2603,6;10;12;14;15;34;43
79,12,0.747538,0.267668,0.2138,0.5941,6;10;11;14;15;24;30
79,13,0.198299,0.296674,0.5609,0.3649,1;3;5;17;19;20;28;35;47
79,14,0.741409,0.228641,0.7951,0.4407,6;10;11;12;24;30
79,15,0.939779,0.353174,0.2477,0.4764,2;6;10;11;12;29;43
79,16,0.547033,0.428960,0.3114,0.5308,1;8;9;18;19;22;24;30;31
79,17,0.160021,0.416491,0.7724,0.4282,1;3;13;23;28;35;37;46;47
79,18,0.494523,0.434177,0.2465,0.6007,1;5;8;9;16;19;22;30;31
79,19,0.391637,0.299714,0.1888,0.2307,1;5;8;13;16;18;20;28;30;31;35;42
79,20,0.313190,0.154257,0.3908,0.3341,5;7;13;19;28;33;35;42
79,21,0.860677,0.811404,0.2540,0.6289,0;4;25;32;39
79,22,0.472762,0.524525,0.3801,0.3755,1;8;9;16;18;31;36;40
79,23,0.004575,0.507893,0.8636,0.3557,3;17;37;46;47
79,24,0.608948,0.243703,0.7053,0.7861,12;14;16;30;31;42
79,25,0.773140,0.650444,0.7385,0.6943,2;4;21;26;32;39;40
79,26,0.771454,0.610084,0.6006,0.5508,2;25;32;39
79,27,0.218443,0.829121,0.3593,0.2470,38;48
79,28,0.251822,0.243855,0.6324,0.7539,1;5;7;13;17;19;20;33;35
79,29,0.975397,0.430624,0.3752,0.4145,2;6;10;15;43
79,30,0.597063,0.337216,0.7046,0.3320,9;12;14;16;18;19;24;31
79,31,0.535572,0.356031,0.4630,0.2188,1;5;8;9;16;18;19;22;24;30;42
79,32,0.763159,0.790446,0.7119,0.2814,4;21;25;26;39;40;44;45
79,33,0.319127,0.059573,0.2492,0.7071,7;20;28;42;49
79,34,0.994526,0.031881,0.4326,0.3199,6;11
79,35,0.174868,0.269140,0.4538,0.4312,3;5;13;17;19;20;28;47
79,36,0.463481,0.732816,0.8981,0.2842,9;22;40;41
79,37,0.008191,0.457886,0.1695,0.3905,3;17;23;46;47
79,38,0.280364,0.917766,0.4805,0.7780,27;41;48
79,39,0.758158,0.758487,0.6753,0.6575,4;21;25;26;32;40;44
79,40,0.567145,0.696943,0.6977,0.6566,9;22;25;32;36;39
79,41,0.446837,0.914678,0.3059,0.2609,36;38;44;48
79,42,0.490022,0.141878,0.7026,0.2172,5;7;19;20;24;31;33
79,43,0.972110,0.314732,0.3060,0.2711,6;10;11;15;29
79,44,0.634936,0.922086,0.8806,0.5930,32;39;41;45
79,45,0.666954,0.969494,0.4138,0.2085,32;44
79,46,0.004787,0.562228,0.5971,0.2355,3;17;23;37;47
79,47,0.028577,0.421710,0.5568,0.2503,3;13;17;23;35;37;46
79,48,0.335082,0.992807,0.7658,0.3443,27;38;41
79,49,0.109939,0.038452,0.7321,0.3409,33
80,0,0.618466,0.336027,0.2095,0.5083,16;21;31;36;43;44;45
80,1,0.073754,0.744732,0.4610,0.2006,5;23;33;37
80,2,0.941025,0.310765,0.6148,0.4078,9;12;16;21;26;32;39
80,3,0.032486,0.329930,0.5759,0.5713,15;18
80,4,0.615545,0.590173,0.6832,0.4239,11;14;21;22;27;36;41
80,5,0.142839,0.820889,0.2572,0.3526,1;23;28;33;37
80,6,0.914380,0.703899,0.3542,0.2062,10;26;27;38
80,7,0.418773,0.227564,0.8906,0.2035,25;34;43;44;45;46;47
80,8,0.803829,0.947643,0.7209,0.4264,10;38
80,9,0.952268,0.215313,0.7455,0.3464,2;12;39
80,10,0.781645,0.827785,0.4955,0.5678,6;8;14;27;38
